Timestamp,Signal Type,Price
2025-05-08 04:14:00,BUY,99205.36
2025-05-08 04:15:00,BUY,99274.52
2025-05-08 04:16:00,BUY,99329.58
2025-05-08 04:17:00,BUY,99324.99
2025-05-08 04:18:00,BUY,99311.11
2025-05-08 04:19:00,BUY,99389.49
2025-05-08 04:20:00,BUY,99389.49
2025-05-08 04:21:00,BUY,99356.0
2025-05-08 04:22:00,BUY,99364.99
2025-05-08 04:23:00,BUY,99306.51
2025-05-08 04:24:00,BUY,99299.99
2025-05-08 04:25:00,BUY,99339.2
2025-05-08 04:26:00,BUY,99263.53
2025-05-08 04:27:00,BUY,99327.51
2025-05-08 04:28:00,BUY,99332.99
2025-05-08 04:29:00,BUY,99350.52
2025-05-08 04:30:00,BUY,99280.0
2025-05-08 04:31:00,BUY,99317.12
2025-05-08 04:32:00,BUY,99330.78
2025-05-08 04:33:00,BUY,99276.1
2025-05-08 04:34:00,BUY,99298.78
2025-05-08 04:35:00,BUY,99278.48
2025-05-08 04:36:00,BUY,99250.39
2025-05-08 04:37:00,BUY,99339.63
2025-05-08 04:38:00,BUY,99281.99
2025-05-08 04:39:00,BUY,99295.0
2025-05-08 04:40:00,BUY,99288.38
2025-05-08 04:41:00,BUY,99203.23
2025-05-08 04:42:00,BUY,99199.99
2025-05-08 04:43:00,BUY,99171.36
2025-05-08 04:44:00,BUY,99150.0
2025-05-08 04:45:00,BUY,99192.0
2025-05-08 04:46:00,SELL,99129.29
2025-05-08 04:47:00,SELL,99183.15
2025-05-08 04:48:00,SELL,99105.49
2025-05-08 04:49:00,SELL,99082.61
2025-05-08 04:50:00,SELL,99045.53
2025-05-08 04:51:00,SELL,99020.0
2025-05-08 04:52:00,SELL,99015.04
2025-05-08 04:53:00,SELL,98980.01
2025-05-08 04:54:00,SELL,98982.58
2025-05-08 04:55:00,SELL,99000.0
2025-05-08 04:56:00,SELL,98986.02
2025-05-08 04:57:00,SELL,98947.18
2025-05-08 04:58:00,SELL,98947.17
2025-05-08 04:59:00,SELL,98954.32
2025-05-08 05:00:00,SELL,99000.0
2025-05-08 05:01:00,SELL,99001.72
2025-05-08 05:02:00,SELL,99019.92
2025-05-08 05:03:00,SELL,99000.0
2025-05-08 05:04:00,SELL,99070.55
2025-05-08 05:05:00,SELL,99065.0
2025-05-08 05:06:00,SELL,99081.13
2025-05-08 05:07:00,SELL,99078.0
2025-05-08 05:08:00,SELL,99048.86
2025-05-08 05:09:00,SELL,99011.41
2025-05-08 05:10:00,SELL,99005.25
2025-05-08 05:11:00,SELL,98938.0
2025-05-08 05:12:00,SELL,98905.89
2025-05-08 05:13:00,SELL,98956.0
2025-05-08 05:14:00,SELL,98918.11
2025-05-08 05:15:00,SELL,98894.5
2025-05-08 05:16:00,SELL,98886.0
2025-05-08 05:17:00,SELL,98843.49
2025-05-08 05:18:00,SELL,98847.21
2025-05-08 05:19:00,SELL,98844.52
2025-05-08 05:20:00,SELL,98891.97
2025-05-08 05:21:00,SELL,98840.04
2025-05-08 05:22:00,SELL,98840.02
2025-05-08 05:23:00,SELL,98837.33
2025-05-08 05:24:00,SELL,98826.93
2025-05-08 05:25:00,SELL,98823.71
2025-05-08 05:26:00,SELL,98782.6
2025-05-08 05:27:00,SELL,98877.96
2025-05-08 05:28:00,SELL,98896.82
2025-05-08 05:29:00,SELL,98935.99
2025-05-08 05:30:00,SELL,98922.1
2025-05-08 05:31:00,SELL,98912.46
2025-05-08 05:32:00,SELL,98885.61
2025-05-08 05:33:00,SELL,98865.08
2025-05-08 05:34:00,SELL,98895.07
2025-05-08 05:35:00,SELL,98889.02
2025-05-08 05:36:00,SELL,98887.35
2025-05-08 05:37:00,SELL,98870.7
2025-05-08 05:38:00,SELL,98834.27
2025-05-08 05:39:00,SELL,98859.88
2025-05-08 05:40:00,SELL,98861.83
2025-05-08 05:41:00,SELL,98842.31
2025-05-08 05:42:00,SELL,98806.29
2025-05-08 05:43:00,SELL,98856.38
2025-05-08 05:44:00,SELL,98859.99
2025-05-08 05:45:00,SELL,98860.0
2025-05-08 05:46:00,SELL,98859.98
2025-05-08 05:47:00,SELL,98860.0
2025-05-08 05:48:00,SELL,98874.04
2025-05-08 05:49:00,SELL,98854.01
2025-05-08 05:50:00,SELL,98847.82
2025-05-08 05:51:00,SELL,98802.62
2025-05-08 05:52:00,SELL,98798.61
2025-05-08 05:53:00,SELL,98777.55
2025-05-08 05:54:00,SELL,98747.54
2025-05-08 05:55:00,SELL,98773.49
2025-05-08 05:56:00,SELL,98738.09
2025-05-08 05:57:00,SELL,98750.11
2025-05-08 05:58:00,SELL,98743.22
2025-05-08 05:59:00,SELL,98740.61
2025-05-08 06:00:00,SELL,98777.55
2025-05-08 06:01:00,SELL,98756.03
